id,split_type,family,prompt,expected_dsl,expected_code,prediction,manual_score,notes,selected_candidate,candidate_scores,error_type
code_gen_0201,generalization_conditional,gen_conditional_xs_vwap_31,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有成交量加权平均价横截面标准化值为正时，才保留 31 日动量。,"where(gt(div(sub(vwap, xs_mean(vwap)), xs_std(vwap)), 0.0), pct_change(close, 31), 0.0)","```dsl_fire
result = where(gt(div(sub(vwap, xs_mean(vwap)), xs_std(vwap)), 0.0), pct_change(close, 31), 0.0)
```","```dsl_fire
result = where(gt(ts_and(pct_change(volume, 3), xs_mean(volume, 3), 3), 0.0)
```",,,1,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",parse_error
code_gen_0259,generalization_unseen_window_paraphrase,gen_unseen_window_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：短期成交量相对 18 日均量越高，放量越明显。最终只需要一个可执行表达式。,"div(ts_mean(volume, 4), ts_mean(volume, 18))","```dsl_fire
result = div(ts_mean(volume, 4), ts_mean(volume, 18))
```","```dsl_fire
result = pct_change(volume, 20), div(volume, ts_mean(volume, 20)), pct_change(close, 7))
```",,,1,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",parse_error
code_gen_0156,generalization_cross_section,gen_xs_quantile_open_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：开盘价相对横截面 75% 分位数的偏离用于测试未见分位结构。,"sub(open, xs_quantile(open, 0.75))","```dsl_fire
result = sub(open, xs_quantile(open, 0.75))
```","```dsl_fire
result = div(open, xs_quantile(log(market_cap), 0.2))
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0540,generalization_cross_section_paraphrase,gen_turnover_value_spread,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，换手代理相对市场更高但估值优势不足时，反映交易关注和估值之间的背离。请保持字段和算子命名规范。,"sub(div(div(volume, market_cap), xs_mean(div(volume, market_cap))), div(recip(pb), xs_mean(recip(pb))))","```dsl_fire
result = sub(div(div(volume, market_cap), xs_mean(div(volume, market_cap))), div(recip(pb), xs_mean(recip(pb))))
```","```dsl_fire
result = where(logical_or(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), gt(pct_change(close, 20), xs_mean(pct_change(close, 20)))), add(neg(log(market_cap)), div(volume, market_cap)), 0.0)
```",,,3,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=0,parse=False,exec=False",semantic_mismatch
code_gen_0555,generalization_time_series_paraphrase,gen_quantile_value,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，估值便宜程度高于自身 22 日 70% 分位数越多，价值信号越突出。请保持字段和算子命名规范。,"sub(recip(pb), ts_quantile(recip(pb), 22, 0.7))","```dsl_fire
result = sub(recip(pb), ts_quantile(recip(pb), 22, 0.7))
```","```dsl_fire
result = div(sub(close, ts_min(low, 20)), sub(ts_max(high, 20), ts_min(low, 20)))
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0224,generalization_time_series,gen_ts_prod_turnover,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：13 日成交量变化加一后连乘测试未见时间聚合结构。,"ts_prod(add(1.0, pct_change(volume, 1)), 13)","```dsl_fire
result = ts_prod(add(1.0, pct_change(volume, 1)), 13)
```","```dsl_fire
result = ts_prod(add(1.0, pct_change(volume, 1)), 7)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0073,generalization_regression,gen_reg_value_size,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：用 22 日滚动回归提取估值相对市值解释后的残差。,"ts_reg_res(recip(pb), log(market_cap), 22)","```dsl_fire
result = ts_reg_res(recip(pb), log(market_cap), 22)
```","```dsl_fire
result = div(ts_quantile(log), div(volume, 20), div(sub(log1p(ts_mean(volume, 20)), ts_std(log(market_cap)))))
```",,,4,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=20,parse=True,exec=False | c5:score=0,parse=False,exec=False",execution_error
code_gen_0242,generalization_unseen_window_paraphrase,gen_unseen_window_vol,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，过去 4 日日收益波动越低，稳定性越强。不要使用解释文字。,"neg(ts_std(pct_change(close, 1), 4))","```dsl_fire
result = neg(ts_std(pct_change(close, 1), 4))
```","```dsl_fire
result = div(ts_quantile(pct_change(close, 1), 5), ts_std(pct_change(close, 1), 90))
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0175,generalization_conditional,gen_mask_group_high_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有最高价不低于行业均值时，才保留行业标准化信号。,"mask(div(sub(high, group_mean(high, industry)), group_std(high, industry)), ge(high, group_mean(high, industry)), 0.0)","```dsl_fire
result = mask(div(sub(high, group_mean(high, industry)), group_std(high, industry)), ge(high, group_mean(high, industry)), 0.0)
```","```dsl_fire
result = where(gt(log(market_cap), group_mean(log(market_cap), industry)), div(sub(volume, group_mean(log(market_cap), industry)), group_std(log(market_cap), industry)), 0.0)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0437,generalization_group_paraphrase,gen_group_abs_vwap_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，成交量加权平均价行业内标准化偏离的绝对值用于测试行业异常程度。不要使用解释文字。,"absolute(div(sub(vwap, group_mean(vwap, industry)), group_std(vwap, industry)))","```dsl_fire
result = absolute(div(sub(vwap, group_mean(vwap, industry)), group_std(vwap, industry)))
```","```dsl_fire
result = div(sub(shift(volume, 21), group_mean(volume, industry)), group_std(volume, industry))
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0107,generalization_time_series,gen_argmin_pb,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：市净率 PB在 11 日窗口内低点位置用于描述路径。,"ts_argmin(pb, 11)","```dsl_fire
result = ts_argmin(pb, 11)
```","```dsl_fire
result = div(pb, ts_close, 20)
```",,,1,"c1:score=20,parse=True,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=20,parse=True,exec=False | c5:score=20,parse=True,exec=False",execution_error
code_gen_0161,generalization_conditional,gen_conditional_xs_open_31,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有开盘价横截面标准化值为正时，才保留 31 日动量。,"where(gt(div(sub(open, xs_mean(open)), xs_std(open)), 0.0), pct_change(close, 31), 0.0)","```dsl_fire
result = where(gt(div(sub(open, xs_mean(open)), xs_std(open)), 0.0), pct_change(close, 31), 0.0)
```","```dsl_fire
result = where(gt(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap))), xs_mean(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap))))), gt(div(sub(volume, ts_
```",,,1,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",parse_error
code_gen_0274,generalization_unseen_window_paraphrase,gen_unseen_window_vol,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：过去 75 日日收益波动越低，稳定性越强。最终只需要一个可执行表达式。,"neg(ts_std(pct_change(close, 1), 75))","```dsl_fire
result = neg(ts_std(pct_change(close, 1), 75))
```","```dsl_fire
result = pct_change(close, 7)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0570,generalization_conditional_paraphrase,gen_value_momentum_gate,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，只有估值便宜且 55 日动量高于市场均值时，才保留价值动量组合。请保持字段和算子命名规范。,"where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 55), xs_mean(pct_change(close, 55)))), add(recip(pb), pct_change(close, 55)), 0.0)","```dsl_fire
result = where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 55), xs_mean(pct_change(close, 55)))), add(recip(pb), pct_change(close, 55)), 0.0)
```","```dsl_fire
result = where(logical_or(gt(recip(pb), xs_mean(recip(pb))), gt(recip(pb), xs_mean(recip(pb)))), div(absolute(pct_change(close, 20)), ts_std(pct_change(close, 1), 20)), 0.0)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=120,parse=True,exec=True | c5:score=0,parse=False,exec=False",semantic_mismatch
code_gen_0296,generalization_group_paraphrase,gen_industry_value_size,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，行业内估值便宜且行业内小市值暴露较强的股票得分更高。注意窗口、方向和字段选择。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(sub(neg(log(market_cap)), group_mean(neg(log(market_cap)), industry)), group_std(neg(log(market_cap)), industry)))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(sub(neg(log(market_cap)), group_mean(neg(log(market_cap)), industry)), group_std(neg(log(market_cap)), industry)))
```","```dsl_fire
result = div(div(sub(log(market_cap), group_mean(log(market_cap), industry)), group_std(log(market_cap), industry)), industry))
```",,,1,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",parse_error
code_gen_0589,generalization_time_series_paraphrase,gen_argmin_pb,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：市净率 PB在 17 日窗口内低点位置用于描述路径。最终只需要一个可执行表达式。,"ts_argmin(pb, 17)","```dsl_fire
result = ts_argmin(pb, 17)
```","```dsl_fire
result = div( tsignargmax(pb, 10)
```",,,1,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",parse_error
code_gen_0485,generalization_unseen_window_paraphrase,gen_unseen_window_reversal,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，过去 6 日涨幅越高，后续均值回归压力越大。请保持字段和算子命名规范。,"neg(pct_change(close, 6))","```dsl_fire
result = neg(pct_change(close, 6))
```","```dsl_fire
result = ts_prod(add(1.0, pct_change(close, 1)), 20)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0122,generalization_time_series,gen_argmax_market_cap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：总市值在 38 日窗口内高点越靠近当前，信号越新。,"neg(ts_argmax(market_cap, 38))","```dsl_fire
result = neg(ts_argmax(market_cap, 38))
```","```dsl_fire
result = ts_argmin(ts_lt(shift(market_cap, 1), 3)), neg(ts_volume, 15))
```",,,1,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",parse_error
code_gen_0020,generalization_unseen_window,gen_unseen_window_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：过去 25 日收盘价收益越高，短期趋势越强。,"pct_change(close, 25)","```dsl_fire
result = pct_change(close, 25)
```","```dsl_fire
result = ts_prod(ts_mean(volume, 1), 20)
```",,,4,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=120,parse=True,exec=True | c5:score=0,parse=False,exec=False",semantic_mismatch
code_gen_0595,generalization_time_series_paraphrase,gen_argmin_pb,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：市净率 PB在 66 日窗口内低点位置用于描述路径。请保持字段和算子命名规范。,"ts_argmin(pb, 66)","```dsl_fire
result = ts_argmin(pb, 66)
```","```dsl_fire
result = div(sign(pct_change(close, 20), le(pb, ts_mean(pb, 20)), pct_change(close, 20), 0.0)
```",,,1,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",parse_error
code_gen_0432,generalization_conditional_paraphrase,gen_conditional_xs_volume_19,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，只有成交量横截面标准化值为正时，才保留 19 日动量。不要使用解释文字。,"where(gt(div(sub(volume, xs_mean(volume)), xs_std(volume)), 0.0), pct_change(close, 19), 0.0)","```dsl_fire
result = where(gt(div(sub(volume, xs_mean(volume)), xs_std(volume)), 0.0), pct_change(close, 19), 0.0)
```","```dsl_fire
result = where(gt(div(sub(volume, xs_mean(volume, 20)), xs_std(volume)), gt(volume, ts_mean(volume)), 1.0)), neg(div(sub(volume, ts_mean(volume, 20)), ts_std(volume, 20)), 0.0)
```",,,3,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=20,parse=True,exec=False | c4:score=0,parse=False,exec=False | c5:score=20,parse=True,exec=False",execution_error
code_gen_0532,generalization_composition_paraphrase,gen_quality_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：同时偏好 75 日风险调整趋势高且收益方差低的股票。不要使用解释文字。,"add(div(pct_change(close, 75), ts_std(pct_change(close, 1), 75)), neg(ts_var(pct_change(close, 1), 75)))","```dsl_fire
result = add(div(pct_change(close, 75), ts_std(pct_change(close, 1), 75)), neg(ts_var(pct_change(close, 1), 75)))
```","```dsl_fire
result = where(logical_mean(recip(pb)), xs_mean(log(market_cap)))), neg(pct_change(close, 7))
```",,,1,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",parse_error
code_gen_0472,generalization_time_series_paraphrase,gen_ts_sum_value,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：19 日 PB 日变化求和测试基本面时间序列结构。不要使用解释文字。,"ts_sum(pct_change(pb, 1), 19)","```dsl_fire
result = ts_sum(pct_change(pb, 1), 19)
```","```dsl_fire
result = ts_prod(add(1.0, pct_change(close, 1)), 10)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0408,generalization_conditional_paraphrase,gen_conditional_xs_close_19,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，只有收盘价横截面标准化值为正时，才保留 19 日动量。这个想法需要转换为函数式 DSL。,"where(gt(div(sub(close, xs_mean(close)), xs_std(close)), 0.0), pct_change(close, 19), 0.0)","```dsl_fire
result = where(gt(div(sub(close, xs_mean(close)), xs_std(close)), 0.0), pct_change(close, 19), 0.0)
```","```dsl_fire
result = where(sign(sign(sub(pct_change(close, 20), xs_mean(pct_change(close, 20))), xs_std(pct_change(close, 20)))
```",,,1,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",parse_error
code_gen_0275,generalization_unseen_window_paraphrase,gen_unseen_window_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，短期成交量相对 75 日均量越高，放量越明显。请保持字段和算子命名规范。,"div(ts_mean(volume, 18), ts_mean(volume, 75))","```dsl_fire
result = div(ts_mean(volume, 18), ts_mean(volume, 75))
```","```dsl_fire
result = div(sub(shift(volume, 7)), shift(volume, 7)
```",,,1,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",parse_error
code_gen_0503,generalization_unseen_window_paraphrase,gen_unseen_window_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，短期成交量相对 25 日均量越高，放量越明显。这个想法需要转换为函数式 DSL。,"div(ts_mean(volume, 6), ts_mean(volume, 25))","```dsl_fire
result = div(ts_mean(volume, 6), ts_mean(volume, 25))
```","```dsl_fire
result = div(ts_std(pct_change(close, 1), 20), ts_mean(volume, 1), 20)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=0,parse=False,exec=False | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0314,generalization_regression_paraphrase,gen_corr_flow_return,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，用 22 日滚动相关衡量换手代理和日收益同步性。最终只需要一个可执行表达式。,"ts_corr(div(volume, market_cap), pct_change(close, 1), 22)","```dsl_fire
result = ts_corr(div(volume, market_cap), pct_change(close, 1), 22)
```","```dsl_fire
result = div(ts_std(pct_change(close, 1), 2), ts_std(pct_change(close, 1), 20))
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0489,generalization_unseen_window_paraphrase,gen_unseen_window_reversal,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，过去 8 日涨幅越高，后续均值回归压力越大。最终只需要一个可执行表达式。,"neg(pct_change(close, 8))","```dsl_fire
result = neg(pct_change(close, 8))
```","```dsl_fire
result = ts_prod(add(1.0, pct_change(close, 1)), 20)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0590,generalization_time_series_paraphrase,gen_argmax_pb,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，市净率 PB在 27 日窗口内高点越靠近当前，信号越新。请保持字段和算子命名规范。,"neg(ts_argmax(pb, 27))","```dsl_fire
result = neg(ts_argmax(pb, 27))
```","```dsl_fire
result = div(ts_argmax(volume, 2)), ts_sum(ge(shift(volume, 1), 2))
```",,,1,"c1:score=20,parse=True,exec=False | c2:score=20,parse=True,exec=False | c3:score=0,parse=False,exec=False | c4:score=20,parse=True,exec=False | c5:score=20,parse=True,exec=False",execution_error
code_gen_0055,generalization_composition,gen_industry_value_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：行业内估值便宜且 75 日动量较强的股票得分更高。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), pct_change(close, 75))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), pct_change(close, 75))
```","```dsl_fire
result = add(pct_change(close, 7), pct_change(close, 7), 0.0)
```",,,2,"c1:score=0,parse=False,exec=False | c2:score=20,parse=True,exec=False | c3:score=20,parse=True,exec=False | c4:score=20,parse=True,exec=False | c5:score=20,parse=True,exec=False",execution_error
code_gen_0382,generalization_time_series_paraphrase,gen_argmax_vwap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：成交量加权平均价在 38 日窗口内高点越靠近当前，信号越新。不要使用解释文字。,"neg(ts_argmax(vwap, 38))","```dsl_fire
result = neg(ts_argmax(vwap, 38))
```","```dsl_fire
result = ts_win_cumsum(pct_change(vwap, 1), 3)
```",,,5,"c1:score=20,parse=True,exec=False | c2:score=20,parse=True,exec=False | c3:score=20,parse=True,exec=False | c4:score=20,parse=True,exec=False | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0074,generalization_regression,gen_corr_flow_return,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：用 22 日滚动相关衡量换手代理和日收益同步性。,"ts_corr(div(volume, market_cap), pct_change(close, 1), 22)","```dsl_fire
result = ts_corr(div(volume, market_cap), pct_change(close, 1), 22)
```","```dsl_fire
result = ts_corr(div(volume, market_cap), pct_change(close, 1), 2)
```",,,2,"c1:score=0,parse=False,exec=False | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0215,generalization_conditional,gen_mask_group_market_cap_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有总市值不低于行业均值时，才保留行业标准化信号。,"mask(div(sub(market_cap, group_mean(market_cap, industry)), group_std(market_cap, industry)), ge(market_cap, group_mean(market_cap, industry)), 0.0)","```dsl_fire
result = mask(div(sub(market_cap, group_mean(market_cap, industry)), group_std(market_cap, industry)), ge(market_cap, group_mean(market_cap, industry)), 0.0)
```","```dsl_fire
result = where(gt(log(market_cap), group_mean(log(market_cap), industry)), div(sub(neg(log(market_cap)), group_mean(neg(log(market_cap)), industry)), group_std(neg(log(market_cap)), industry)), 0.0)
```",,,2,"c1:score=0,parse=False,exec=False | c2:score=120,parse=True,exec=True | c3:score=0,parse=False,exec=False | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0157,generalization_group,gen_group_abs_open_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：开盘价行业内标准化偏离的绝对值用于测试行业异常程度。,"absolute(div(sub(open, group_mean(open, industry)), group_std(open, industry)))","```dsl_fire
result = absolute(div(sub(open, group_mean(open, industry)), group_std(open, industry)))
```","```dsl_fire
result = div(sub(log(market_cap), group_mean(log(market_cap), industry)), group_std(log(market_cap), industry))
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",semantic_mismatch
code_gen_0189,generalization_group,gen_group_abs_volume_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：成交量行业内标准化偏离的绝对值用于测试行业异常程度。,"absolute(div(sub(volume, group_mean(volume, industry)), group_std(volume, industry)))","```dsl_fire
result = absolute(div(sub(volume, group_mean(volume, industry)), group_std(volume, industry)))
```","```dsl_fire
result = div(sub(ts_std(pct_change(close, 1), 20), group_mean(div(sub(reclose, vwap), vwap), industry)), group_std(div(sub(recip(pb), vwap), industry)))
```",,,1,"c1:score=20,parse=True,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",execution_error
code_gen_0549,generalization_time_series_paraphrase,gen_quantile_value,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，估值便宜程度高于自身 14 日 70% 分位数越多，价值信号越突出。最终只需要一个可执行表达式。,"sub(recip(pb), ts_quantile(recip(pb), 14, 0.7))","```dsl_fire
result = sub(recip(pb), ts_quantile(recip(pb), 14, 0.7))
```","```dsl_fire
result = div(sub(close, ts_min(low, 20)), sub(ts_max(high, 20), ts_min(low, 20)))
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0328,generalization_group_paraphrase,gen_value_quality_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：行业中性估值便宜且 55 日风险调整动量强的股票更有吸引力。这个想法需要转换为函数式 DSL。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 55), ts_std(pct_change(close, 1), 55)))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 55), ts_std(pct_change(close, 1), 55)))
```","```dsl_fire
result = where(log(recip(pb)), pct_change(close, 5))
```",,,4,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=20,parse=True,exec=False | c5:score=0,parse=False,exec=False",execution_error
code_gen_0211,generalization_conditional,gen_conditional_xs_pb_73,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有市净率 PB横截面标准化值为正时，才保留 73 日动量。,"where(gt(div(sub(pb, xs_mean(pb)), xs_std(pb)), 0.0), pct_change(close, 73), 0.0)","```dsl_fire
result = where(gt(div(sub(pb, xs_mean(pb)), xs_std(pb)), 0.0), pct_change(close, 73), 0.0)
```","```dsl_fire
result = where(gt(ts_xor(pct_change(close, 7), xs_mean(pb)), xs_std(pb)), 3.0)
```",,,1,"c1:score=20,parse=True,exec=False | c2:score=0,parse=False,exec=False | c3:score=20,parse=True,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",execution_error
code_gen_0225,generalization_time_series,gen_ts_sum_value,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：13 日 PB 日变化求和测试基本面时间序列结构。,"ts_sum(pct_change(pb, 1), 13)","```dsl_fire
result = ts_sum(pct_change(pb, 1), 13)
```","```dsl_fire
result = ts_prod(add(1.0, pct_change(close, 1)), 10)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
