id,split_type,family,prompt,expected_dsl,expected_code,prediction,manual_score,notes,error_type
code_gen_0427,generalization_conditional_paraphrase,gen_conditional_xs_low_73,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：只有最低价横截面标准化值为正时，才保留 73 日动量。不要使用解释文字。,"where(gt(div(sub(low, xs_mean(low)), xs_std(low)), 0.0), pct_change(close, 73), 0.0)","```dsl_fire
result = where(gt(div(sub(low, xs_mean(low)), xs_std(low)), 0.0), pct_change(close, 73), 0.0)
```","```dsl_fire
result = where(gt(recip(pb), xs_mean(recip(recip(pb)))), 3.0)
```",,,execution_error
code_gen_0442,generalization_conditional_paraphrase,gen_conditional_xs_vwap_47,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：只有成交量加权平均价横截面标准化值为正时，才保留 47 日动量。不要使用解释文字。,"where(gt(div(sub(vwap, xs_mean(vwap)), xs_std(vwap)), 0.0), pct_change(close, 47), 0.0)","```dsl_fire
result = where(gt(div(sub(vwap, xs_mean(vwap)), xs_std(vwap)), 0.0), pct_change(close, 47), 0.0)
```","```dsl_fire
result = where(lt(pct_change(close, 45), xs_mean(vwap)), div(sub(vwap, 4.0))), ts_mean(vwap, 4.0)
```",,,execution_error
code_gen_0054,generalization_composition,gen_liquidity_adjusted_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：价格趋势和流动性同时较强时，趋势可信度更高。,"mul(pct_change(close, 75), log1p(ts_mean(volume, 75)))","```dsl_fire
result = mul(pct_change(close, 75), log1p(ts_mean(volume, 75)))
```","```dsl_fire
result = where(lt(pct_change(close, 20), xs_mean(pct_change(close, 20)))), neg(log1p(ts_mean(volume, 20))), 0.0)
```",,,parse_error
code_gen_0445,generalization_group_paraphrase,gen_group_abs_pb_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：市净率 PB行业内标准化偏离的绝对值用于测试行业异常程度。请保持字段和算子命名规范。,"absolute(div(sub(pb, group_mean(pb, industry)), group_std(pb, industry)))","```dsl_fire
result = absolute(div(sub(pb, group_mean(pb, industry)), group_std(pb, industry)))
```","```dsl_fire
result = div(sub(pct_change(pb, 20), group_mean(pct_change(close, 20), industry)), group_std(pct_change(close, 20), industry))
```",,,semantic_mismatch
code_gen_0008,generalization_unseen_window,gen_unseen_window_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：过去 8 日收盘价收益越高，短期趋势越强。,"pct_change(close, 8)","```dsl_fire
result = pct_change(close, 8)
```","</think>

```dsl_fire



```",,,format_error
code_gen_0213,generalization_group,gen_group_abs_market_cap_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：总市值行业内标准化偏离的绝对值用于测试行业异常程度。,"absolute(div(sub(market_cap, group_mean(market_cap, industry)), group_std(market_cap, industry)))","```dsl_fire
result = absolute(div(sub(market_cap, group_mean(market_cap, industry)), group_std(market_cap, industry)))
```","</think>


```dsl_fire





```",,,format_error
code_gen_0354,generalization_time_series_paraphrase,gen_argmax_pb,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，市净率 PB在 66 日窗口内高点越靠近当前，信号越新。最终只需要一个可执行表达式。,"neg(ts_argmax(pb, 66))","```dsl_fire
result = neg(ts_argmax(pb, 66))
```","```dsl_fire
result = div(sub(pct_change(pb, 20), ts_mean(pct_change(close, 20), 20)))
```",,,execution_error
code_gen_0572,generalization_regression_paraphrase,gen_corr_flow_return,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，用 55 日滚动相关衡量换手代理和日收益同步性。不要使用解释文字。,"ts_corr(div(volume, market_cap), pct_change(close, 1), 55)","```dsl_fire
result = ts_corr(div(volume, market_cap), pct_change(close, 1), 55)
```","```dsl_fire
result = ts_corr(pct_change(close, 5), 5), 5)
```",,,parse_error
code_gen_0362,generalization_time_series_paraphrase,gen_argmax_market_cap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，总市值在 38 日窗口内高点越靠近当前，信号越新。不要使用解释文字。,"neg(ts_argmax(market_cap, 38))","```dsl_fire
result = neg(ts_argmax(market_cap, 38))
```","```dsl_fire
result = div(sub(market_cap, 3), ts_max(market_cap, 3), 3.0)
```",,,semantic_mismatch
code_gen_0268,generalization_unseen_window_paraphrase,gen_unseen_window_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：过去 50 日收盘价收益越高，短期趋势越强。这个想法需要转换为函数式 DSL。,"pct_change(close, 50)","```dsl_fire
result = pct_change(close, 50)
```","```dsl_fire
result = pct_change(close, 60)

```",,,semantic_mismatch
code_gen_0348,generalization_time_series_paraphrase,gen_argmax_pb,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，市净率 PB在 17 日窗口内高点越靠近当前，信号越新。这个想法需要转换为函数式 DSL。,"neg(ts_argmax(pb, 17))","```dsl_fire
result = neg(ts_argmax(pb, 17))
```","```dsl_fire
result = div(sub(pct_change(pb, 20), ts_mean(pct_change(close, 20), 20)))
```",,,execution_error
code_gen_0545,generalization_conditional_paraphrase,gen_size_liquidity_gate,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，只有小市值暴露高于市场均值时，才保留 14 日流动性信号。请保持字段和算子命名规范。,"where(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), log1p(ts_mean(volume, 14)), 0.0)","```dsl_fire
result = where(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), log1p(ts_mean(volume, 14)), 0.0)
```","```dsl_fire
result = where(gtire

```",,,parse_error
code_gen_0015,generalization_unseen_window,gen_unseen_window_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：短期成交量相对 12 日均量越高，放量越明显。,"div(ts_mean(volume, 3), ts_mean(volume, 12))","```dsl_fire
result = div(ts_mean(volume, 3), ts_mean(volume, 12))
```","```dsl_fire
result = sub(pct_change(close, 20), xs_mean(volume))
```",,,semantic_mismatch
code_gen_0431,generalization_conditional_paraphrase,gen_mask_group_volume_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，只有成交量不低于行业均值时，才保留行业标准化信号。注意窗口、方向和字段选择。,"mask(div(sub(volume, group_mean(volume, industry)), group_std(volume, industry)), ge(volume, group_mean(volume, industry)), 0.0)","```dsl_fire
result = mask(div(sub(volume, group_mean(volume, industry)), group_std(volume, industry)), ge(volume, group_mean(volume, industry)), 0.0)
```","```dsl_fire
result = where(gt(gt(gt(recip(pb, 20), xs_mean(recip(pb))), 90), div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), 0.0)
```",,,parse_error
code_gen_0527,generalization_composition_paraphrase,gen_industry_value_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，行业内估值便宜且 35 日动量较强的股票得分更高。不要使用解释文字。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), pct_change(close, 35))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), pct_change(close, 35))
```","```dsl_fire
result = div(sub(pct_change(close, 3), group_mean(pct_change(close, 3), industry)), group_std(pct_change(close, 3), industry))
```",,,semantic_mismatch
code_gen_0488,generalization_unseen_window_paraphrase,gen_unseen_window_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，过去 8 日收盘价收益越高，短期趋势越强。这个想法需要转换为函数式 DSL。,"pct_change(close, 8)","```dsl_fire
result = pct_change(close, 8)
```","```dsl_fire
result = pct_change(close, 60)

```",,,semantic_mismatch
code_gen_0497,generalization_unseen_window_paraphrase,gen_unseen_window_reversal,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，过去 18 日涨幅越高，后续均值回归压力越大。不要使用解释文字。,"neg(pct_change(close, 18))","```dsl_fire
result = neg(pct_change(close, 18))
```","```dsl_fire
result = pct_change(volume, 60)

```",,,semantic_mismatch
code_gen_0123,generalization_time_series,gen_argmin_market_cap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：总市值在 38 日窗口内低点位置用于描述路径。,"ts_argmin(market_cap, 38)","```dsl_fire
result = ts_argmin(market_cap, 38)
```","```dsl_fire
result = ts_argmaxminimum(market_cap, 3))
```",,,parse_error
code_gen_0359,generalization_time_series_paraphrase,gen_argmin_market_cap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，总市值在 17 日窗口内低点位置用于描述路径。最终只需要一个可执行表达式。,"ts_argmin(market_cap, 17)","```dsl_fire
result = ts_argmin(market_cap, 17)
```","```dsl_fire
result = ts_argmaxminimum(market_cap, 20)
```",,,execution_error
code_gen_0223,generalization_cross_section,gen_xs_prod_return,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：13 日收益加一后的横截面乘积测试未见聚合结构。,"xs_prod(add(1.0, pct_change(close, 13)))","```dsl_fire
result = xs_prod(add(1.0, pct_change(close, 13)))
```","</think>




</think>


```",,,format_error
code_gen_0278,generalization_unseen_window_paraphrase,gen_unseen_window_vol,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，过去 120 日日收益波动越低，稳定性越强。这个想法需要转换为函数式 DSL。,"neg(ts_std(pct_change(close, 1), 120))","```dsl_fire
result = neg(ts_std(pct_change(close, 1), 120))
```","```dsl_fire
result = pct_change(pct_change(close, 1), 0.0)
```",,,execution_error
code_gen_0103,generalization_regression,gen_reg_value_size,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：用 110 日滚动回归提取估值相对市值解释后的残差。,"ts_reg_res(recip(pb), log(market_cap), 110)","```dsl_fire
result = ts_reg_res(recip(pb), log(market_cap), 110)
```","</think>




</think>




</think>


```",,,format_error
code_gen_0357,generalization_time_series_paraphrase,gen_argmin_market_cap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，总市值在 11 日窗口内低点位置用于描述路径。不要使用解释文字。,"ts_argmin(market_cap, 11)","```dsl_fire
result = ts_argmin(market_cap, 11)
```","```dsl_fire
result = div(sub(market_cap, group_mean(market_cap, 20), industry)), open)
```",,,parse_error
code_gen_0134,generalization_time_series,gen_argmax_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：成交量在 66 日窗口内高点越靠近当前，信号越新。,"neg(ts_argmax(volume, 66))","```dsl_fire
result = neg(ts_argmax(volume, 66))
```","</think>

</think>

```dsl_fire
result = ts_fire

```",,,format_error
code_gen_0495,generalization_unseen_window_paraphrase,gen_unseen_window_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，短期成交量相对 12 日均量越高，放量越明显。请保持字段和算子命名规范。,"div(ts_mean(volume, 3), ts_mean(volume, 12))","```dsl_fire
result = div(ts_mean(volume, 3), ts_mean(volume, 12))
```","```dsl_fire
result = div(volume, ts_mean(volume, 20))
```",,,semantic_mismatch
code_gen_0447,generalization_conditional_paraphrase,gen_mask_group_pb_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，只有市净率 PB不低于行业均值时，才保留行业标准化信号。不要使用解释文字。,"mask(div(sub(pb, group_mean(pb, industry)), group_std(pb, industry)), ge(pb, group_mean(pb, industry)), 0.0)","```dsl_fire
result = mask(div(sub(pb, group_mean(pb, industry)), group_std(pb, industry)), ge(pb, group_mean(pb, industry)), 0.0)
```","</think>

```dsl_fire



```",,,format_error
code_gen_0010,generalization_unseen_window,gen_unseen_window_vol,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：过去 8 日日收益波动越低，稳定性越强。,"neg(ts_std(pct_change(close, 1), 8))","```dsl_fire
result = neg(ts_std(pct_change(close, 1), 8))
```","</think>


</think>




```dsl_fire
result = ts_fire

```",,,format_error
code_gen_0060,generalization_cross_section,gen_turnover_value_spread,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：换手代理相对市场更高但估值优势不足时，反映交易关注和估值之间的背离。,"sub(div(div(volume, market_cap), xs_mean(div(volume, market_cap))), div(recip(pb), xs_mean(recip(pb))))","```dsl_fire
result = sub(div(div(volume, market_cap), xs_mean(div(volume, market_cap))), div(recip(pb), xs_mean(recip(pb))))
```","</think>


</think>

```dsl_fire



```",,,format_error
code_gen_0197,generalization_group,gen_group_abs_vwap_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：成交量加权平均价行业内标准化偏离的绝对值用于测试行业异常程度。,"absolute(div(sub(vwap, group_mean(vwap, industry)), group_std(vwap, industry)))","```dsl_fire
result = absolute(div(sub(vwap, group_mean(vwap, industry)), group_std(vwap, industry)))
```","</think>

```dsl_fire





```",,,format_error
code_gen_0533,generalization_composition_paraphrase,gen_value_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，同时偏好低 PB 估值和 75 日价格动量强的股票。这个想法需要转换为函数式 DSL。,"add(recip(pb), pct_change(close, 75))","```dsl_fire
result = add(recip(pb), pct_change(close, 75))
```","</think>

```dsl_fire
result = div(sub(recipipipipipipipipip(pb), pct_change(close, 7)), pct_change(close, 7)), pct_change(close, 7)
```",,,format_error
code_gen_0561,generalization_time_series_paraphrase,gen_quantile_value,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，估值便宜程度高于自身 28 日 70% 分位数越多，价值信号越突出。注意窗口、方向和字段选择。,"sub(recip(pb), ts_quantile(recip(pb), 28, 0.7))","```dsl_fire
result = sub(recip(pb), ts_quantile(recip(pb), 28, 0.7))
```","```dsl_fire
result = sub(recip(pb), ts_std(recip(pb), ts_std(recip(pb), 0.0))
```",,,parse_error
code_gen_0598,generalization_time_series_paraphrase,gen_argmax_market_cap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：总市值在 17 日窗口内高点越靠近当前，信号越新。这个想法需要转换为函数式 DSL。,"neg(ts_argmax(market_cap, 17))","```dsl_fire
result = neg(ts_argmax(market_cap, 17))
```","```dsl_fire
result = div(sub(market_cap, group_mean(market_cap, 20), industry)), sub(log(market_cap, 20), xs_mean(log(market_cap))), 0.0)
```",,,parse_error
code_gen_0227,generalization_regression,gen_ts_corr_size_flow,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：用 13 日滚动相关衡量规模和换手代理同步性。,"ts_corr(log(market_cap), div(volume, market_cap), 13)","```dsl_fire
result = ts_corr(log(market_cap), div(volume, market_cap), 13)
```","</think>




</think>




</think>




</think>


```",,,format_error
code_gen_0518,generalization_unseen_window_paraphrase,gen_unseen_window_vol,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，过去 120 日日收益波动越低，稳定性越强。这个想法需要转换为函数式 DSL。,"neg(ts_std(pct_change(close, 1), 120))","```dsl_fire
result = neg(ts_std(pct_change(close, 1), 120))
```","```dsl_fire
result = pct_change(pct_change(close, 1), 0.0)
```",,,execution_error
code_gen_0101,generalization_conditional,gen_size_liquidity_gate,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有小市值暴露高于市场均值时，才保留 110 日流动性信号。,"where(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), log1p(ts_mean(volume, 110)), 0.0)","```dsl_fire
result = where(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), log1p(ts_mean(volume, 110)), 0.0)
```","</think>




</think>




```dsl_fire
result = where(gtt(log1p(ts_mean(volume, 20)), xs_mean(log1p(ts_mean(volume, 20))))), neg(log1p(ts_mean(volume, 20)), 0.0)
```",,,format_error
code_gen_0580,generalization_group_paraphrase,gen_value_quality_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：行业中性估值便宜且 110 日风险调整动量强的股票更有吸引力。请保持字段和算子命名规范。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 110), ts_std(pct_change(close, 1), 110)))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 110), ts_std(pct_change(close, 1), 110)))
```","```dsl_fire
result = div(ts_mean(volume, 20), clo market_cap)
```",,,parse_error
code_gen_0261,generalization_unseen_window_paraphrase,gen_unseen_window_reversal,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，过去 25 日涨幅越高，后续均值回归压力越大。注意窗口、方向和字段选择。,"neg(pct_change(close, 25))","```dsl_fire
result = neg(pct_change(close, 25))
```","```dsl_fire
result = ts_f(pct_change(close, 20), 0.0)
```",,,execution_error
code_gen_0453,generalization_group_paraphrase,gen_group_abs_market_cap_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，总市值行业内标准化偏离的绝对值用于测试行业异常程度。这个想法需要转换为函数式 DSL。,"absolute(div(sub(market_cap, group_mean(market_cap, industry)), group_std(market_cap, industry)))","```dsl_fire
result = absolute(div(sub(market_cap, group_mean(market_cap, industry)), group_std(market_cap, industry)))
```","</think>


```dsl_fire





```dsl_fire
result = div(sub(market_cap, group_mean(market_cap, industry)), group_std(market_cap, industry))
```",,,format_error
code_gen_0028,generalization_unseen_window,gen_unseen_window_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：过去 50 日收盘价收益越高，短期趋势越强。,"pct_change(close, 50)","```dsl_fire
result = pct_change(close, 50)
```","</think>

```dsl_fire



```",,,format_error
code_gen_0388,generalization_time_series_paraphrase,gen_argmax_close,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：收盘价在 17 日窗口内高点越靠近当前，信号越新。这个想法需要转换为函数式 DSL。,"neg(ts_argmax(close, 17))","```dsl_fire
result = neg(ts_argmax(close, 17))
```","```dsl_fire
result = div(sub(close, ts_min(low, 20)), sub(ts_max(high, 20), ts_min(low, 20)))
```",,,semantic_mismatch
code_gen_0542,generalization_regression_paraphrase,gen_corr_flow_return,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，用 9 日滚动相关衡量换手代理和日收益同步性。不要使用解释文字。,"ts_corr(div(volume, market_cap), pct_change(close, 1), 9)","```dsl_fire
result = ts_corr(div(volume, market_cap), pct_change(close, 1), 9)
```","```dsl_fire
result = ts_corr(pct_change(close, 20), log(market_cap), 90)

```",,,execution_error
code_gen_0030,generalization_unseen_window,gen_unseen_window_vol,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：过去 50 日日收益波动越低，稳定性越强。,"neg(ts_std(pct_change(close, 1), 50))","```dsl_fire
result = neg(ts_std(pct_change(close, 1), 50))
```","</think>


</think>




```dsl_fire
result = ts_f(pct_change(close, 1), pct_change(close, 1), 0.0)
```",,,format_error
code_gen_0342,generalization_conditional_paraphrase,gen_value_momentum_gate,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，只有估值便宜且 110 日动量高于市场均值时，才保留价值动量组合。不要使用解释文字。,"where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 110), xs_mean(pct_change(close, 110)))), add(recip(pb), pct_change(close, 110)), 0.0)","```dsl_fire
result = where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 110), xs_mean(pct_change(close, 110)))), add(recip(pb), pct_change(close, 110)), 0.0)
```","```dsl_fire
result = where(gtpct_change(recip(pb), xs_mean(recip(pb))), gt(log1p(recip(pb), xs_mean(recip(pb))), log(market_cap), 0.0)
```",,,parse_error
code_gen_0258,generalization_unseen_window_paraphrase,gen_unseen_window_vol,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，过去 18 日日收益波动越低，稳定性越强。这个想法需要转换为函数式 DSL。,"neg(ts_std(pct_change(close, 1), 18))","```dsl_fire
result = neg(ts_std(pct_change(close, 1), 18))
```","```dsl_fire
result = ts_f(pct_change(close, 1), neg(pct_change(close, 20)))
```",,,execution_error
code_gen_0300,generalization_cross_section_paraphrase,gen_turnover_value_spread,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，换手代理相对市场更高但估值优势不足时，反映交易关注和估值之间的背离。请保持字段和算子命名规范。,"sub(div(div(volume, market_cap), xs_mean(div(volume, market_cap))), div(recip(pb), xs_mean(recip(pb))))","```dsl_fire
result = sub(div(div(volume, market_cap), xs_mean(div(volume, market_cap))), div(recip(pb), xs_mean(recip(pb))))
```","</think>




```dsl_fire
result = where(gt(pct_change(close, 1), xs_mean(pct_change(close, 20))), neg(div(sub(volume, vwap), vwap)), div(volume, market_cap)), 0.0)
```",,,format_error
code_gen_0250,generalization_unseen_window_paraphrase,gen_unseen_window_vol,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：过去 8 日日收益波动越低，稳定性越强。请保持字段和算子命名规范。,"neg(ts_std(pct_change(close, 1), 8))","```dsl_fire
result = neg(ts_std(pct_change(close, 1), 8))
```","```dsl_fire
result = div(tsmean(pct_change(close, 1), 20), clo market_cap)
```",,,parse_error
code_gen_0596,generalization_time_series_paraphrase,gen_argmax_market_cap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，总市值在 11 日窗口内高点越靠近当前，信号越新。注意窗口、方向和字段选择。,"neg(ts_argmax(market_cap, 11))","```dsl_fire
result = neg(ts_argmax(market_cap, 11))
```","```dsl_fire
result = div(sub(pct_change(market_cap, 20), xs_mean(market_cap))), sub(log(market_cap, 20), ts_mean(log(market_cap))), xs_std(log(market_cap)))
```",,,parse_error
code_gen_0387,generalization_time_series_paraphrase,gen_argmin_close,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，收盘价在 11 日窗口内低点位置用于描述路径。不要使用解释文字。,"ts_argmin(close, 11)","```dsl_fire
result = ts_argmin(close, 11)
```","</think>




```dsl_fire
result = div(sub(close, ts_min(low, 20)), sub(ts_max(high, 20), ts_min(low, 20)))
```",,,format_error
code_gen_0410,generalization_conditional_paraphrase,gen_conditional_xs_close_47,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，只有收盘价横截面标准化值为正时，才保留 47 日动量。请保持字段和算子命名规范。,"where(gt(div(sub(close, xs_mean(close)), xs_std(close)), 0.0), pct_change(close, 47), 0.0)","```dsl_fire
result = where(gt(div(sub(close, xs_mean(close)), xs_std(close)), 0.0), pct_change(close, 47), 0.0)
```","```dsl_fire
result = where(gt(pct_change(close, 45), xs_mean(close)), div(sub(close, 45)), xs_mean(close)), xs_std(close)
```",,,execution_error
code_gen_0456,generalization_conditional_paraphrase,gen_conditional_xs_market_cap_19,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，只有总市值横截面标准化值为正时，才保留 19 日动量。注意窗口、方向和字段选择。,"where(gt(div(sub(market_cap, xs_mean(market_cap)), xs_std(market_cap)), 0.0), pct_change(close, 19), 0.0)","```dsl_fire
result = where(gt(div(sub(market_cap, xs_mean(market_cap)), xs_std(market_cap)), 0.0), pct_change(close, 19), 0.0)
```","</think>




```dsl_fire
result = where(minimum(pct_change(close, 20), xs_mean(pct_change(close, 20))), div(sub(pct_change(close, 20), xs_mean(pct_change(close, 20))), xs_std(pct_change(close, 20), 20))
```",,,format_error
code_gen_0131,generalization_time_series,gen_argmin_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：成交量在 27 日窗口内低点位置用于描述路径。,"ts_argmin(volume, 27)","```dsl_fire
result = ts_argmin(volume, 27)
```","```dsl_fire
result = div(sub(pct_change(close, 2)), 2)
```",,,execution_error
code_gen_0098,generalization_regression,gen_corr_flow_return,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：用 85 日滚动相关衡量换手代理和日收益同步性。,"ts_corr(div(volume, market_cap), pct_change(close, 1), 85)","```dsl_fire
result = ts_corr(div(volume, market_cap), pct_change(close, 1), 85)
```","</think>




</think>




```dsl_fire



```",,,format_error
code_gen_0440,generalization_conditional_paraphrase,gen_conditional_xs_vwap_19,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，只有成交量加权平均价横截面标准化值为正时，才保留 19 日动量。请保持字段和算子命名规范。,"where(gt(div(sub(vwap, xs_mean(vwap)), xs_std(vwap)), 0.0), pct_change(close, 19), 0.0)","```dsl_fire
result = where(gt(div(sub(vwap, xs_mean(vwap)), xs_std(vwap)), 0.0), pct_change(close, 19), 0.0)
```","```dsl_fire
result = where(lt(pct_change(close, 20), xs_mean(pct_change(close, 20))), gt(vwap, ts_mean(vwap)), xs_mean(vwap)), 0.0)
```",,,parse_error
code_gen_0069,generalization_time_series,gen_quantile_value,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：估值便宜程度高于自身 14 日 70% 分位数越多，价值信号越突出。,"sub(recip(pb), ts_quantile(recip(pb), 14, 0.7))","```dsl_fire
result = sub(recip(pb), ts_quantile(recip(pb), 14, 0.7))
```","```dsl_fire
result = sub(recip(pb), ts_std(recip(pb), ts_std(pct_change(close, 1), 20))
```",,,parse_error
code_gen_0095,generalization_conditional,gen_size_liquidity_gate,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有小市值暴露高于市场均值时，才保留 85 日流动性信号。,"where(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), log1p(ts_mean(volume, 85)), 0.0)","```dsl_fire
result = where(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), log1p(ts_mean(volume, 85)), 0.0)
```","</think>




</think>




```dsl_fire
result = where(gtt(recip(pb), xs_mean(recip(pb))), gt(log1p(ts_mean(volume, 20)), xs_mean(log1p(ts_mean(volume, 20))))), neg(log1p(ts_mean(volume, 20))), 0.0)
```",,,format_error
code_gen_0188,generalization_cross_section,gen_xs_quantile_volume_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：成交量相对横截面 75% 分位数的偏离用于测试未见分位结构。,"sub(volume, xs_quantile(volume, 0.75))","```dsl_fire
result = sub(volume, xs_quantile(volume, 0.75))
```","</think>

```dsl_fire
result = sub(volume xs_quant div(volume, 7, 0.0)), ts_std(volume, 7)
```",,,format_error
