case_id,family,idea,dsl,source,operators
op_case_0758,rare_logic_and_ne_lt,"当日收益符号不等于负号且价格低于 20 日均价时保留收益信号。（字段 close；核心算子 where, logical_and, pct_change, ne, lt, sign, ts_mean；数值参数 1, -1.0, 20, 2, 0.0；参数化版本 1。）","where(logical_and(ne(sign(pct_change(close, 1)), -1.0), lt(close, ts_mean(close, 20))), pct_change(close, 2), 0.0)",rare_operator_booster,"where,logical_and,pct_change,ne,lt,sign,ts_mean,pct_change"
op_case_0759,rare_logic_or_ne_lt,"当日收益符号不等于负号或价格低于 20 日均价至少一个成立时保留收益信号。（字段 close；核心算子 where, logical_or, pct_change, ne, lt, sign, ts_mean；数值参数 1, -1.0, 20, 2, 0.0；参数化版本 1。）","where(logical_or(ne(sign(pct_change(close, 1)), -1.0), lt(close, ts_mean(close, 20))), pct_change(close, 2), 0.0)",rare_operator_booster,"where,logical_or,pct_change,ne,lt,sign,ts_mean,pct_change"
op_case_0760,rare_logic_and_lt_le,"当价格低于 20 日均价且成交量小于等于 20 日均量时保留收益信号。（字段 close, volume；核心算子 where, logical_and, pct_change, lt, le, ts_mean；数值参数 20, 5, 0.0；参数化版本 2。）","where(logical_and(lt(close, ts_mean(close, 20)), le(volume, ts_mean(volume, 20))), pct_change(close, 5), 0.0)",rare_operator_booster,"where,logical_and,pct_change,lt,le,ts_mean,ts_mean"
op_case_0761,rare_logic_or_lt_le,"当价格低于 20 日均价或成交量小于等于 20 日均量至少一个成立时保留收益信号。（字段 close, volume；核心算子 where, logical_or, pct_change, lt, le, ts_mean；数值参数 20, 5, 0.0；参数化版本 2。）","where(logical_or(lt(close, ts_mean(close, 20)), le(volume, ts_mean(volume, 20))), pct_change(close, 5), 0.0)",rare_operator_booster,"where,logical_or,pct_change,lt,le,ts_mean,ts_mean"
op_case_0762,rare_logic_and_ne_lt,"当日收益符号不等于负号且价格低于 20 日均价时保留收益信号。（字段 close；核心算子 where, logical_and, pct_change, ne, lt, sign, ts_mean；数值参数 1, -1.0, 20, 3, 0.0；参数化版本 2。）","where(logical_and(ne(sign(pct_change(close, 1)), -1.0), lt(close, ts_mean(close, 20))), pct_change(close, 3), 0.0)",rare_operator_booster,"where,logical_and,pct_change,ne,lt,sign,ts_mean,pct_change"
op_case_0763,rare_logic_or_ne_lt,"当日收益符号不等于负号或价格低于 20 日均价至少一个成立时保留收益信号。（字段 close；核心算子 where, logical_or, pct_change, ne, lt, sign, ts_mean；数值参数 1, -1.0, 20, 3, 0.0；参数化版本 2。）","where(logical_or(ne(sign(pct_change(close, 1)), -1.0), lt(close, ts_mean(close, 20))), pct_change(close, 3), 0.0)",rare_operator_booster,"where,logical_or,pct_change,ne,lt,sign,ts_mean,pct_change"
op_case_0764,downside_volatility,只统计负收益部分的 2 日波动，刻画下行风险。,"ts_std(where(lt(pct_change(close, 1), 0.0), pct_change(close, 1), 0.0), 2)",volatility,"ts_std,where,lt,pct_change,pct_change"
op_case_0765,downside_volatility,只统计负收益部分的 3 日波动，刻画下行风险。,"ts_std(where(lt(pct_change(close, 1), 0.0), pct_change(close, 1), 0.0), 3)",volatility,"ts_std,where,lt,pct_change,pct_change"
op_case_0766,downside_volatility,只统计负收益部分的 5 日波动，刻画下行风险。,"ts_std(where(lt(pct_change(close, 1), 0.0), pct_change(close, 1), 0.0), 5)",volatility,"ts_std,where,lt,pct_change,pct_change"
op_case_0767,downside_volatility,只统计负收益部分的 7 日波动，刻画下行风险。,"ts_std(where(lt(pct_change(close, 1), 0.0), pct_change(close, 1), 0.0), 7)",volatility,"ts_std,where,lt,pct_change,pct_change"
op_case_0768,downside_volatility,只统计负收益部分的 10 日波动，刻画下行风险。,"ts_std(where(lt(pct_change(close, 1), 0.0), pct_change(close, 1), 0.0), 10)",volatility,"ts_std,where,lt,pct_change,pct_change"
op_case_0769,downside_volatility,只统计负收益部分的 15 日波动，刻画下行风险。,"ts_std(where(lt(pct_change(close, 1), 0.0), pct_change(close, 1), 0.0), 15)",volatility,"ts_std,where,lt,pct_change,pct_change"
op_case_0770,downside_volatility,只统计负收益部分的 20 日波动，刻画下行风险。,"ts_std(where(lt(pct_change(close, 1), 0.0), pct_change(close, 1), 0.0), 20)",volatility,"ts_std,where,lt,pct_change,pct_change"
op_case_0771,downside_volatility,只统计负收益部分的 30 日波动，刻画下行风险。,"ts_std(where(lt(pct_change(close, 1), 0.0), pct_change(close, 1), 0.0), 30)",volatility,"ts_std,where,lt,pct_change,pct_change"
op_case_0772,downside_volatility,只统计负收益部分的 45 日波动，刻画下行风险。,"ts_std(where(lt(pct_change(close, 1), 0.0), pct_change(close, 1), 0.0), 45)",volatility,"ts_std,where,lt,pct_change,pct_change"
op_case_0773,downside_volatility,只统计负收益部分的 60 日波动，刻画下行风险。,"ts_std(where(lt(pct_change(close, 1), 0.0), pct_change(close, 1), 0.0), 60)",volatility,"ts_std,where,lt,pct_change,pct_change"
op_case_0774,downside_volatility,只统计负收益部分的 90 日波动，刻画下行风险。,"ts_std(where(lt(pct_change(close, 1), 0.0), pct_change(close, 1), 0.0), 90)",volatility,"ts_std,where,lt,pct_change,pct_change"
op_case_0775,where_price_below_mean_1d,当价格低于 20 日均价时保留 1d 收益，否则置零。,"where(lt(close, ts_mean(close, 20)), pct_change(close, 1), 0.0)",conditional,"where,lt,pct_change,ts_mean"
op_case_0776,mask_price_below_mean_1d,用 mask 只在价格低于 20 日均价时保留 1d 收益。,"mask(pct_change(close, 1), lt(close, ts_mean(close, 20)), 0.0)",conditional,"mask,pct_change,lt,ts_mean"
op_case_0777,where_negative_return_1d,当日收益为负时保留 1d 收益，否则置零。,"where(lt(pct_change(close, 1), 0.0), pct_change(close, 1), 0.0)",conditional,"where,lt,pct_change,pct_change"
op_case_0778,mask_negative_return_1d,用 mask 只在日收益为负时保留 1d 收益。,"mask(pct_change(close, 1), lt(pct_change(close, 1), 0.0), 0.0)",conditional,"mask,pct_change,lt,pct_change"
op_case_0779,where_price_below_mean_5d,当价格低于 20 日均价时保留 5d 收益，否则置零。,"where(lt(close, ts_mean(close, 20)), pct_change(close, 5), 0.0)",conditional,"where,lt,pct_change,ts_mean"
op_case_0780,v21_mask_xs_high_vwap,当成交量加权平均价高于横截面均值时保留标准化信号。,"mask(div(sub(vwap, xs_mean(vwap)), xs_std(vwap)), gt(vwap, xs_mean(vwap)), 0.0)",conditional_v21,"mask,div,gt,sub,xs_std,xs_mean,xs_mean"
op_case_0781,v21_mask_xs_low_vwap,当成交量加权平均价不高于横截面均值时保留标准化信号。,"mask(div(sub(vwap, xs_mean(vwap)), xs_std(vwap)), le(vwap, xs_mean(vwap)), 0.0)",conditional_v21,"mask,div,le,sub,xs_std,xs_mean,xs_mean"
op_case_0782,v21_mask_xs_high_pb,当市净率 PB高于横截面均值时保留标准化信号。,"mask(div(sub(pb, xs_mean(pb)), xs_std(pb)), gt(pb, xs_mean(pb)), 0.0)",conditional_v21,"mask,div,gt,sub,xs_std,xs_mean,xs_mean"
op_case_0783,v21_mask_xs_low_pb,当市净率 PB不高于横截面均值时保留标准化信号。,"mask(div(sub(pb, xs_mean(pb)), xs_std(pb)), le(pb, xs_mean(pb)), 0.0)",conditional_v21,"mask,div,le,sub,xs_std,xs_mean,xs_mean"
op_case_0784,v21_mask_xs_high_market_cap,当总市值高于横截面均值时保留标准化信号。,"mask(div(sub(market_cap, xs_mean(market_cap)), xs_std(market_cap)), gt(market_cap, xs_mean(market_cap)), 0.0)",conditional_v21,"mask,div,gt,sub,xs_std,xs_mean,xs_mean"
op_case_0785,v21_mask_xs_low_market_cap,当总市值不高于横截面均值时保留标准化信号。,"mask(div(sub(market_cap, xs_mean(market_cap)), xs_std(market_cap)), le(market_cap, xs_mean(market_cap)), 0.0)",conditional_v21,"mask,div,le,sub,xs_std,xs_mean,xs_mean"
op_case_0786,mask_price_above_mean_1d,用 mask 只在价格高于 20 日均价时保留 1d 收益。,"mask(pct_change(close, 1), gt(close, ts_mean(close, 20)), 0.0)",conditional,"mask,pct_change,gt,ts_mean"
op_case_0787,mask_volume_above_mean_1d,用 mask 只在成交量大于等于 20 日均量时保留 1d 收益。,"mask(pct_change(close, 1), ge(volume, ts_mean(volume, 20)), 0.0)",conditional,"mask,pct_change,ge,ts_mean"
op_case_0788,mask_volume_below_mean_1d,用 mask 只在成交量小于等于 20 日均量时保留 1d 收益。,"mask(pct_change(close, 1), le(volume, ts_mean(volume, 20)), 0.0)",conditional,"mask,pct_change,le,ts_mean"
op_case_0789,mask_positive_return_1d,用 mask 只在日收益为正时保留 1d 收益。,"mask(pct_change(close, 1), gt(pct_change(close, 1), 0.0), 0.0)",conditional,"mask,pct_change,gt,pct_change"
op_case_0790,mask_equal_up_sign_1d,用 mask 只在日收益符号等于正号时保留 1d 收益。,"mask(pct_change(close, 1), eq(sign(pct_change(close, 1)), 1.0), 0.0)",conditional,"mask,pct_change,eq,sign,pct_change"
op_case_0791,mask_not_down_sign_1d,用 mask 只在日收益符号不为负号时保留 1d 收益。,"mask(pct_change(close, 1), ne(sign(pct_change(close, 1)), -1.0), 0.0)",conditional,"mask,pct_change,ne,sign,pct_change"
op_case_0792,mask_price_above_mean_5d,用 mask 只在价格高于 20 日均价时保留 5d 收益。,"mask(pct_change(close, 5), gt(close, ts_mean(close, 20)), 0.0)",conditional,"mask,pct_change,gt,ts_mean"
op_case_0793,mask_price_below_mean_5d,用 mask 只在价格低于 20 日均价时保留 5d 收益。,"mask(pct_change(close, 5), lt(close, ts_mean(close, 20)), 0.0)",conditional,"mask,pct_change,lt,ts_mean"
op_case_0794,mask_volume_above_mean_5d,用 mask 只在成交量大于等于 20 日均量时保留 5d 收益。,"mask(pct_change(close, 5), ge(volume, ts_mean(volume, 20)), 0.0)",conditional,"mask,pct_change,ge,ts_mean"
op_case_0795,mask_volume_below_mean_5d,用 mask 只在成交量小于等于 20 日均量时保留 5d 收益。,"mask(pct_change(close, 5), le(volume, ts_mean(volume, 20)), 0.0)",conditional,"mask,pct_change,le,ts_mean"
op_case_0796,mask_positive_return_5d,用 mask 只在日收益为正时保留 5d 收益。,"mask(pct_change(close, 5), gt(pct_change(close, 1), 0.0), 0.0)",conditional,"mask,pct_change,gt,pct_change"
op_case_0797,mask_negative_return_5d,用 mask 只在日收益为负时保留 5d 收益。,"mask(pct_change(close, 5), lt(pct_change(close, 1), 0.0), 0.0)",conditional,"mask,pct_change,lt,pct_change"
op_case_0798,volume_mod_bucket,成交量对 20000 取模，构造教学用离散残差信号。,"mod(volume, 20000.0)",liquidity,mod
op_case_0799,volume_mod_bucket,成交量对 30000 取模，构造教学用离散残差信号。,"mod(volume, 30000.0)",liquidity,mod
op_case_0800,v21_mod_extra_volume_50000,成交量对 50000 取模，构造教学用离散残差信号。,"mod(volume, 50000.0)",rare_operator_v21,mod
op_case_0801,volume_mod_bucket,成交量对 70000 取模，构造教学用离散残差信号。,"mod(volume, 70000.0)",liquidity,mod
op_case_0802,v21_mod_extra_volume_100000,成交量对 100000 取模，构造教学用离散残差信号。,"mod(volume, 100000.0)",rare_operator_v21,mod
op_case_0803,volume_mod_bucket,成交量对 150000 取模，构造教学用离散残差信号。,"mod(volume, 150000.0)",liquidity,mod
op_case_0804,volume_mod_bucket,成交量对 200000 取模，构造教学用离散残差信号。,"mod(volume, 200000.0)",liquidity,mod
op_case_0805,volume_mod_bucket,成交量对 300000 取模，构造教学用离散残差信号。,"mod(volume, 300000.0)",liquidity,mod
op_case_0806,volume_mod_bucket,成交量对 450000 取模，构造教学用离散残差信号。,"mod(volume, 450000.0)",liquidity,mod
op_case_0807,volume_mod_bucket,成交量对 600000 取模，构造教学用离散残差信号。,"mod(volume, 600000.0)",liquidity,mod
op_case_0808,volume_mod_bucket,成交量对 900000 取模，构造教学用离散残差信号。,"mod(volume, 900000.0)",liquidity,mod
op_case_0809,v21_mod_market_cap_50000,总市值对 50000 取模，作为教学用规模残差信号。,"mod(market_cap, 50000.0)",rare_operator_v21,mod
op_case_0810,v21_mod_market_cap_100000,总市值对 100000 取模，作为教学用规模残差信号。,"mod(market_cap, 100000.0)",rare_operator_v21,mod
op_case_0811,v21_mod_market_cap_200000,总市值对 200000 取模，作为教学用规模残差信号。,"mod(market_cap, 200000.0)",rare_operator_v21,mod
op_case_0812,v21_mod_volume_500000,成交量对 500000 取模，作为教学用离散残差信号。,"mod(volume, 500000.0)",rare_operator_v21,mod
op_case_0813,v21_mod_market_cap_500000,总市值对 500000 取模，作为教学用规模残差信号。,"mod(market_cap, 500000.0)",rare_operator_v21,mod
op_case_0814,v21_mod_volume_1000000,成交量对 1000000 取模，作为教学用离散残差信号。,"mod(volume, 1000000.0)",rare_operator_v21,mod
op_case_0815,v21_mod_market_cap_1000000,总市值对 1000000 取模，作为教学用规模残差信号。,"mod(market_cap, 1000000.0)",rare_operator_v21,mod
op_case_0816,v21_mod_volume_2000000,成交量对 2000000 取模，作为教学用离散残差信号。,"mod(volume, 2000000.0)",rare_operator_v21,mod
op_case_0817,v21_mod_market_cap_2000000,总市值对 2000000 取模，作为教学用规模残差信号。,"mod(market_cap, 2000000.0)",rare_operator_v21,mod
op_case_0818,v21_mod_volume_5000000,成交量对 5000000 取模，作为教学用离散残差信号。,"mod(volume, 5000000.0)",rare_operator_v21,mod
op_case_0819,v21_mod_market_cap_5000000,总市值对 5000000 取模，作为教学用规模残差信号。,"mod(market_cap, 5000000.0)",rare_operator_v21,mod
op_case_0820,v21_mod_volume_10000000,成交量对 10000000 取模，作为教学用离散残差信号。,"mod(volume, 10000000.0)",rare_operator_v21,mod
op_case_0821,v21_mod_market_cap_10000000,总市值对 10000000 取模，作为教学用规模残差信号。,"mod(market_cap, 10000000.0)",rare_operator_v21,mod
op_case_0822,v21_mod_extra_volume_10,成交量对 10 取模，构造教学用离散残差信号。,"mod(volume, 10.0)",rare_operator_v21,mod
op_case_0823,v21_mod_extra_volume_50,成交量对 50 取模，构造教学用离散残差信号。,"mod(volume, 50.0)",rare_operator_v21,mod
op_case_0824,v21_mod_extra_volume_100,成交量对 100 取模，构造教学用离散残差信号。,"mod(volume, 100.0)",rare_operator_v21,mod
op_case_0825,v21_mod_extra_volume_500,成交量对 500 取模，构造教学用离散残差信号。,"mod(volume, 500.0)",rare_operator_v21,mod
op_case_0826,v21_mod_extra_volume_1000,成交量对 1000 取模，构造教学用离散残差信号。,"mod(volume, 1000.0)",rare_operator_v21,mod
op_case_0827,v21_mod_extra_volume_5000,成交量对 5000 取模，构造教学用离散残差信号。,"mod(volume, 5000.0)",rare_operator_v21,mod
op_case_0828,volume_shock_reversal,"2 日放量上涨可能较拥挤，后续更容易反转。（字段 close, volume；核心算子 neg, mul, div, pct_change, ts_mean；数值参数 2, 20；参数化版本 1。）","neg(mul(div(ts_mean(volume, 2), ts_mean(volume, 20)), pct_change(close, 2)))",volume,"neg,mul,div,pct_change,ts_mean,ts_mean"
op_case_0829,volume_confirmed_momentum,"短期放量同时价格上涨越明显，量价确认的动量越强。（字段 close, volume；核心算子 mul, div, pct_change, ts_mean；数值参数 2, 20；参数化版本 1。）","mul(div(ts_mean(volume, 2), ts_mean(volume, 20)), pct_change(close, 2))",volume,"mul,div,pct_change,ts_mean,ts_mean"
op_case_0830,volume_shock_reversal,"2 日放量上涨可能较拥挤，后续更容易反转。（字段 close, volume；核心算子 neg, mul, div, pct_change, ts_mean；数值参数 2, 30；参数化版本 2。）","neg(mul(div(ts_mean(volume, 2), ts_mean(volume, 30)), pct_change(close, 2)))",volume,"neg,mul,div,pct_change,ts_mean,ts_mean"
op_case_0831,volume_confirmed_momentum,"短期放量同时价格上涨越明显，量价确认的动量越强。（字段 close, volume；核心算子 mul, div, pct_change, ts_mean；数值参数 2, 30；参数化版本 2。）","mul(div(ts_mean(volume, 2), ts_mean(volume, 30)), pct_change(close, 2))",volume,"mul,div,pct_change,ts_mean,ts_mean"
op_case_0832,volume_shock_reversal,"2 日放量上涨可能较拥挤，后续更容易反转。（字段 close, volume；核心算子 neg, mul, div, pct_change, ts_mean；数值参数 2, 60；参数化版本 3。）","neg(mul(div(ts_mean(volume, 2), ts_mean(volume, 60)), pct_change(close, 2)))",volume,"neg,mul,div,pct_change,ts_mean,ts_mean"
op_case_0833,volume_confirmed_momentum,"短期放量同时价格上涨越明显，量价确认的动量越强。（字段 close, volume；核心算子 mul, div, pct_change, ts_mean；数值参数 2, 60；参数化版本 3。）","mul(div(ts_mean(volume, 2), ts_mean(volume, 60)), pct_change(close, 2))",volume,"mul,div,pct_change,ts_mean,ts_mean"
op_case_0834,volume_shock_reversal,"2 日放量上涨可能较拥挤，后续更容易反转。（字段 close, volume；核心算子 neg, mul, div, pct_change, ts_mean；数值参数 2, 90；参数化版本 4。）","neg(mul(div(ts_mean(volume, 2), ts_mean(volume, 90)), pct_change(close, 2)))",volume,"neg,mul,div,pct_change,ts_mean,ts_mean"
op_case_0835,volume_confirmed_momentum,"短期放量同时价格上涨越明显，量价确认的动量越强。（字段 close, volume；核心算子 mul, div, pct_change, ts_mean；数值参数 2, 90；参数化版本 4。）","mul(div(ts_mean(volume, 2), ts_mean(volume, 90)), pct_change(close, 2))",volume,"mul,div,pct_change,ts_mean,ts_mean"
op_case_0836,volume_shock_reversal,"3 日放量上涨可能较拥挤，后续更容易反转。（字段 close, volume；核心算子 neg, mul, div, pct_change, ts_mean；数值参数 3, 20；参数化版本 1。）","neg(mul(div(ts_mean(volume, 3), ts_mean(volume, 20)), pct_change(close, 3)))",volume,"neg,mul,div,pct_change,ts_mean,ts_mean"
op_case_0837,volume_confirmed_momentum,"短期放量同时价格上涨越明显，量价确认的动量越强。（字段 close, volume；核心算子 mul, div, pct_change, ts_mean；数值参数 3, 20；参数化版本 5。）","mul(div(ts_mean(volume, 3), ts_mean(volume, 20)), pct_change(close, 3))",volume,"mul,div,pct_change,ts_mean,ts_mean"
op_case_0838,volume_shock_reversal,"3 日放量上涨可能较拥挤，后续更容易反转。（字段 close, volume；核心算子 neg, mul, div, pct_change, ts_mean；数值参数 3, 30；参数化版本 2。）","neg(mul(div(ts_mean(volume, 3), ts_mean(volume, 30)), pct_change(close, 3)))",volume,"neg,mul,div,pct_change,ts_mean,ts_mean"
op_case_0839,volume_confirmed_momentum,"短期放量同时价格上涨越明显，量价确认的动量越强。（字段 close, volume；核心算子 mul, div, pct_change, ts_mean；数值参数 3, 30；参数化版本 6。）","mul(div(ts_mean(volume, 3), ts_mean(volume, 30)), pct_change(close, 3))",volume,"mul,div,pct_change,ts_mean,ts_mean"
op_case_0840,volume_shock_reversal,"3 日放量上涨可能较拥挤，后续更容易反转。（字段 close, volume；核心算子 neg, mul, div, pct_change, ts_mean；数值参数 3, 60；参数化版本 3。）","neg(mul(div(ts_mean(volume, 3), ts_mean(volume, 60)), pct_change(close, 3)))",volume,"neg,mul,div,pct_change,ts_mean,ts_mean"
op_case_0841,volume_confirmed_momentum,"短期放量同时价格上涨越明显，量价确认的动量越强。（字段 close, volume；核心算子 mul, div, pct_change, ts_mean；数值参数 3, 60；参数化版本 7。）","mul(div(ts_mean(volume, 3), ts_mean(volume, 60)), pct_change(close, 3))",volume,"mul,div,pct_change,ts_mean,ts_mean"
op_case_0842,volume_shock_reversal,"3 日放量上涨可能较拥挤，后续更容易反转。（字段 close, volume；核心算子 neg, mul, div, pct_change, ts_mean；数值参数 3, 90；参数化版本 4。）","neg(mul(div(ts_mean(volume, 3), ts_mean(volume, 90)), pct_change(close, 3)))",volume,"neg,mul,div,pct_change,ts_mean,ts_mean"
op_case_0843,volume_confirmed_momentum,"短期放量同时价格上涨越明显，量价确认的动量越强。（字段 close, volume；核心算子 mul, div, pct_change, ts_mean；数值参数 3, 90；参数化版本 8。）","mul(div(ts_mean(volume, 3), ts_mean(volume, 90)), pct_change(close, 3))",volume,"mul,div,pct_change,ts_mean,ts_mean"
op_case_0844,volume_shock_reversal,"5 日放量上涨可能较拥挤，后续更容易反转。（字段 close, volume；核心算子 neg, mul, div, pct_change, ts_mean；数值参数 5, 20；参数化版本 1。）","neg(mul(div(ts_mean(volume, 5), ts_mean(volume, 20)), pct_change(close, 5)))",volume,"neg,mul,div,pct_change,ts_mean,ts_mean"
op_case_0845,volume_confirmed_momentum,"短期放量同时价格上涨越明显，量价确认的动量越强。（字段 close, volume；核心算子 mul, div, pct_change, ts_mean；数值参数 5, 20；参数化版本 9。）","mul(div(ts_mean(volume, 5), ts_mean(volume, 20)), pct_change(close, 5))",volume,"mul,div,pct_change,ts_mean,ts_mean"
op_case_0846,volume_shock_reversal,"5 日放量上涨可能较拥挤，后续更容易反转。（字段 close, volume；核心算子 neg, mul, div, pct_change, ts_mean；数值参数 5, 30；参数化版本 2。）","neg(mul(div(ts_mean(volume, 5), ts_mean(volume, 30)), pct_change(close, 5)))",volume,"neg,mul,div,pct_change,ts_mean,ts_mean"
op_case_0847,volume_confirmed_momentum,"短期放量同时价格上涨越明显，量价确认的动量越强。（字段 close, volume；核心算子 mul, div, pct_change, ts_mean；数值参数 5, 30；参数化版本 10。）","mul(div(ts_mean(volume, 5), ts_mean(volume, 30)), pct_change(close, 5))",volume,"mul,div,pct_change,ts_mean,ts_mean"
op_case_0848,volume_shock_reversal,"5 日放量上涨可能较拥挤，后续更容易反转。（字段 close, volume；核心算子 neg, mul, div, pct_change, ts_mean；数值参数 5, 60；参数化版本 3。）","neg(mul(div(ts_mean(volume, 5), ts_mean(volume, 60)), pct_change(close, 5)))",volume,"neg,mul,div,pct_change,ts_mean,ts_mean"
op_case_0849,volume_confirmed_momentum,"短期放量同时价格上涨越明显，量价确认的动量越强。（字段 close, volume；核心算子 mul, div, pct_change, ts_mean；数值参数 5, 60；参数化版本 11。）","mul(div(ts_mean(volume, 5), ts_mean(volume, 60)), pct_change(close, 5))",volume,"mul,div,pct_change,ts_mean,ts_mean"
op_case_0850,volume_shock_reversal,"5 日放量上涨可能较拥挤，后续更容易反转。（字段 close, volume；核心算子 neg, mul, div, pct_change, ts_mean；数值参数 5, 90；参数化版本 4。）","neg(mul(div(ts_mean(volume, 5), ts_mean(volume, 90)), pct_change(close, 5)))",volume,"neg,mul,div,pct_change,ts_mean,ts_mean"
op_case_0851,volume_confirmed_momentum,"短期放量同时价格上涨越明显，量价确认的动量越强。（字段 close, volume；核心算子 mul, div, pct_change, ts_mean；数值参数 5, 90；参数化版本 12。）","mul(div(ts_mean(volume, 5), ts_mean(volume, 90)), pct_change(close, 5))",volume,"mul,div,pct_change,ts_mean,ts_mean"
op_case_0852,volume_shock_reversal,"7 日放量上涨可能较拥挤，后续更容易反转。（字段 close, volume；核心算子 neg, mul, div, pct_change, ts_mean；数值参数 7, 20；参数化版本 1。）","neg(mul(div(ts_mean(volume, 7), ts_mean(volume, 20)), pct_change(close, 7)))",volume,"neg,mul,div,pct_change,ts_mean,ts_mean"
op_case_0853,volume_confirmed_momentum,"短期放量同时价格上涨越明显，量价确认的动量越强。（字段 close, volume；核心算子 mul, div, pct_change, ts_mean；数值参数 7, 20；参数化版本 13。）","mul(div(ts_mean(volume, 7), ts_mean(volume, 20)), pct_change(close, 7))",volume,"mul,div,pct_change,ts_mean,ts_mean"
op_case_0854,volume_shock_reversal,"7 日放量上涨可能较拥挤，后续更容易反转。（字段 close, volume；核心算子 neg, mul, div, pct_change, ts_mean；数值参数 7, 30；参数化版本 2。）","neg(mul(div(ts_mean(volume, 7), ts_mean(volume, 30)), pct_change(close, 7)))",volume,"neg,mul,div,pct_change,ts_mean,ts_mean"
op_case_0855,volume_confirmed_momentum,"短期放量同时价格上涨越明显，量价确认的动量越强。（字段 close, volume；核心算子 mul, div, pct_change, ts_mean；数值参数 7, 30；参数化版本 14。）","mul(div(ts_mean(volume, 7), ts_mean(volume, 30)), pct_change(close, 7))",volume,"mul,div,pct_change,ts_mean,ts_mean"
op_case_0856,volume_shock_reversal,"7 日放量上涨可能较拥挤，后续更容易反转。（字段 close, volume；核心算子 neg, mul, div, pct_change, ts_mean；数值参数 7, 60；参数化版本 3。）","neg(mul(div(ts_mean(volume, 7), ts_mean(volume, 60)), pct_change(close, 7)))",volume,"neg,mul,div,pct_change,ts_mean,ts_mean"
op_case_0857,volume_confirmed_momentum,"短期放量同时价格上涨越明显，量价确认的动量越强。（字段 close, volume；核心算子 mul, div, pct_change, ts_mean；数值参数 7, 60；参数化版本 15。）","mul(div(ts_mean(volume, 7), ts_mean(volume, 60)), pct_change(close, 7))",volume,"mul,div,pct_change,ts_mean,ts_mean"
op_case_0858,rare_logic_and_le_ne,"当成交量小于等于 20 日均量且日收益符号不等于负号时保留收益信号。（字段 close, volume；核心算子 where, logical_and, pct_change, le, ne, ts_mean, sign；数值参数 20, 1, -1.0, 7, 0.0；参数化版本 1。）","where(logical_and(le(volume, ts_mean(volume, 20)), ne(sign(pct_change(close, 1)), -1.0)), pct_change(close, 7), 0.0)",rare_operator_booster,"where,logical_and,pct_change,le,ne,ts_mean,sign,pct_change"
op_case_0859,rare_logic_or_le_ne,"当成交量小于等于 20 日均量或日收益符号不等于负号至少一个成立时保留收益信号。（字段 close, volume；核心算子 where, logical_or, pct_change, le, ne, ts_mean, sign；数值参数 20, 1, -1.0, 7, 0.0；参数化版本 1。）","where(logical_or(le(volume, ts_mean(volume, 20)), ne(sign(pct_change(close, 1)), -1.0)), pct_change(close, 7), 0.0)",rare_operator_booster,"where,logical_or,pct_change,le,ne,ts_mean,sign,pct_change"
op_case_0860,rare_logic_and_le_ne,"当成交量小于等于 20 日均量且日收益符号不等于负号时保留收益信号。（字段 close, volume；核心算子 where, logical_and, pct_change, le, ne, ts_mean, sign；数值参数 20, 1, -1.0, 10, 0.0；参数化版本 2。）","where(logical_and(le(volume, ts_mean(volume, 20)), ne(sign(pct_change(close, 1)), -1.0)), pct_change(close, 10), 0.0)",rare_operator_booster,"where,logical_and,pct_change,le,ne,ts_mean,sign,pct_change"
op_case_0861,rare_logic_or_le_ne,"当成交量小于等于 20 日均量或日收益符号不等于负号至少一个成立时保留收益信号。（字段 close, volume；核心算子 where, logical_or, pct_change, le, ne, ts_mean, sign；数值参数 20, 1, -1.0, 10, 0.0；参数化版本 2。）","where(logical_or(le(volume, ts_mean(volume, 20)), ne(sign(pct_change(close, 1)), -1.0)), pct_change(close, 10), 0.0)",rare_operator_booster,"where,logical_or,pct_change,le,ne,ts_mean,sign,pct_change"
op_case_0862,v21_ne_xs_sign_volume,当成交量横截面偏离符号不为负号时保留标准化信号。,"where(ne(sign(sub(volume, xs_mean(volume))), -1.0), div(sub(volume, xs_mean(volume)), xs_std(volume)), 0.0)",conditional_v21,"where,ne,div,sign,sub,xs_std,sub,xs_mean,xs_mean"
op_case_0863,v21_ne_xs_sign_vwap,当成交量加权平均价横截面偏离符号不为负号时保留标准化信号。,"where(ne(sign(sub(vwap, xs_mean(vwap))), -1.0), div(sub(vwap, xs_mean(vwap)), xs_std(vwap)), 0.0)",conditional_v21,"where,ne,div,sign,sub,xs_std,sub,xs_mean,xs_mean"
op_case_0864,v21_ne_xs_sign_pb,当市净率 PB横截面偏离符号不为负号时保留标准化信号。,"where(ne(sign(sub(pb, xs_mean(pb))), -1.0), div(sub(pb, xs_mean(pb)), xs_std(pb)), 0.0)",conditional_v21,"where,ne,div,sign,sub,xs_std,sub,xs_mean,xs_mean"
op_case_0865,positive_momentum,只保留 2 日收盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(close, 2))",price_transform,"pos,pct_change"
op_case_0866,positive_momentum,只保留 3 日收盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(close, 3))",price_transform,"pos,pct_change"
op_case_0867,positive_momentum,只保留 5 日收盘价收益中的正向部分，强调上涨趋势。,"pos(pct_change(close, 5))",price_transform,"pos,pct_change"
